id,class,gearScore,dps,percent,date,duration,dead,weird
1013238,Desperate Salvation,1630.0,297960,0.5,1714704136522,523227,False,False
1013238,Mayhem,1630.0,17650229,31.3,1714704136522,523227,False,False
1013238,Hunger,1630.0,22063351,39.1,1714704136522,523227,False,False
1013238,Esoteric Skill Enhancement,1620.0,16417467,29.1,1714704136522,523227,False,False
1013258,Ultimate Skill: Taijutsu,1620.0,8960657,21.1,1714704083861,694201,True,False
1013258,Night's Edge,1620.0,13982246,32.9,1714704083861,694201,True,False
1013258,Full Bloom,1630.8299560546875,569146,1.3,1714704083861,694201,False,False
1013258,Lunar Voice,1622.5,18931445,44.6,1714704083861,694201,False,False
1013217,Blessed Aura,1620.0,189817,0.4,1714703871196,593846,False,False
1013217,Mayhem,1620.0,14915410,29.7,1714703871196,593846,False,False
1013217,Igniter,1622.5,13313959,26.5,1714703871196,593846,True,False
1013217,Full Moon Harvester,1631.6600341796875,21803714,43.4,1714703871196,593846,False,False
1013214,Order of the Emperor,1620.0,15984272,30.0,1714703868426,559634,False,False
1013214,Desperate Salvation,1620.0,201686,0.4,1714703868426,559634,False,False
1013214,Enhanced Weapon,1620.8299560546875,14763801,27.7,1714703868426,559634,False,False
1013214,Death Strike,1622.5,22273339,41.8,1714703868426,559634,False,False
1013186,Brawl King Storm,1621.6600341796875,18371342,32.2,1714703511534,512843,False,False
1013186,Blessed Aura,1620.0,149205,0.3,1714703511534,512843,False,False
1013186,Surge,1620.0,17484149,30.7,1714703511534,512843,False,False
1013186,Hunger,1631.6600341796875,20987452,36.8,1714703511534,512843,False,False
1013177,Lunar Voice,1630.0,23070063,39.4,1714703419023,503263,False,False
1013177,Remaining Energy,1620.0,17168719,29.3,1714703419023,503263,False,False
1013177,Blessed Aura,1631.6600341796875,582589,1.0,1714703419023,503263,False,False
1013177,Night's Edge,1620.8299560546875,17785037,30.3,1714703419023,503263,False,False
1013113,Drizzle,1635.8299560546875,20212330,30.5,1714702993564,446090,False,False
1013113,Full Bloom,1631.6600341796875,475340,0.7,1714702993564,446090,False,False
1013113,Asura's Path,1635.0,28309158,42.8,1714702993564,446090,False,False
1013113,Combat Readiness,1634.1600341796875,17174138,26.0,1714702993564,446090,False,False
1013120,Full Moon Harvester,1620.8299560546875,21233434,41.4,1714702877865,576091,False,False
1013120,Predator,1620.0,12308643,24.0,1714702877865,576091,True,False
1013120,Blessed Aura,1626.6600341796875,204055,0.4,1714702877865,576091,False,False
1013120,Peacemaker,1620.0,17490415,34.1,1714702877865,576091,False,False
1012917,Empress's Grace,1620.8299560546875,16578669,30.2,1714701293262,531163,False,False
1012917,Desperate Salvation,1627.5,263891,0.5,1714701293262,531163,False,False
1012917,Arthetinean Skill,1632.5,18618826,33.9,1714701293262,531163,False,False
1012917,Shock Training,1633.3299560546875,19492607,35.5,1714701293262,531163,False,False
1012899,Brawl King Storm,1623.3299560546875,18347708,27.0,1714701066609,435103,False,False
1012899,Surge,1620.0,21198918,31.2,1714701066609,435103,False,False
1012899,Blessed Aura,1630.0,501506,0.7,1714701066609,435103,False,False
1012899,Reflux,1630.8299560546875,27796109,41.0,1714701066609,435103,False,False
1012826,Lunar Voice,1621.6600341796875,14102356,23.1,1714700469208,477916,False,False
1012826,Desperate Salvation,1620.0,176272,0.3,1714700469208,477916,False,False
1012826,Punisher,1655.0,31070995,50.8,1714700469208,477916,False,False
1012826,Pinnacle,1621.6600341796875,15824340,25.9,1714700469208,477916,False,False
1012832,Blessed Aura,1641.6600341796875,577837,1.1,1714700390417,577626,False,False
1012832,Igniter,1621.6600341796875,18309000,35.8,1714700390417,577626,True,False
1012832,Mayhem,1625.8299560546875,14842019,29.1,1714700390417,577626,False,False
1012832,Peacemaker,1620.0,17361307,34.0,1714700390417,577626,False,False
1012833,Full Bloom,1620.0,232168,0.5,1714700375255,601989,False,False
1012833,Surge,1630.8299560546875,17004700,34.4,1714700375255,601989,False,False
1012833,Predator,1620.0,15727962,31.8,1714700375255,601989,False,False
1012833,Igniter,1620.8299560546875,16538473,33.4,1714700375255,601989,False,False
1012800,Surge,1632.5,17495697,28.7,1714700171789,478362,False,False
1012800,Robust Spirit,1626.6600341796875,18884530,30.9,1714700171789,478362,False,False
1012800,Desperate Salvation,1625.0,236544,0.4,1714700171789,478362,False,False
1012800,Esoteric Skill Enhancement,1640.0,24430062,40.0,1714700171789,478362,False,False
1012751,Full Bloom,1620.0,206724,0.5,1714699518912,647689,False,False
1012751,Asura's Path,1624.1600341796875,16653289,36.9,1714699518912,647689,False,False
1012751,Peacemaker,1620.0,13765696,30.5,1714699518912,647689,False,False
1012751,Esoteric Skill Enhancement,1620.8299560546875,14474724,32.1,1714699518912,647689,False,False
1012701,Order of the Emperor,1620.0,18802173,34.0,1714699240783,535781,False,False
1012701,Lunar Voice,1620.0,17500128,31.7,1714699240783,535781,False,False
1012701,Peacemaker,1621.6600341796875,18299483,33.1,1714699240783,535781,False,False
1012701,Desperate Salvation,1630.8299560546875,656610,1.2,1714699240783,535781,False,False
1012644,Combat Readiness,1620.0,11577859,21.3,1714698659151,538679,False,False
1012644,Desperate Salvation,1620.8299560546875,207242,0.4,1714698659151,538679,False,False
1012644,Lunar Voice,1633.3299560546875,24643737,45.4,1714698659151,538679,True,False
1012644,Esoteric Skill Enhancement,1630.8299560546875,17809043,32.8,1714698659151,538679,False,False
