id,class,gearScore,dps,percent,date,duration,dead,weird
0,Ultimate Skill: Taijutsu,1620.0,19588886,26.3,1714703663517,361454,False,False
0,Night's Edge,1620.0,26684914,35.8,1714703663517,361454,False,False
0,Full Bloom,1630.8299560546875,692540,0.9,1714703663517,361454,False,False
0,Lunar Voice,1622.5,27587393,37.0,1714703663517,361454,False,False
1,Order of the Emperor,1620.0,22920830,30.9,1714703458695,363534,False,False
1,Desperate Salvation,1620.0,301143,0.4,1714703458695,363534,False,False
1,Enhanced Weapon,1620.8299560546875,20173919,27.2,1714703458695,363534,False,False
1,Death Strike,1622.5,30747076,41.5,1714703458695,363534,False,False
2,Brawl King Storm,1621.6600341796875,27002571,31.8,1714703112020,317294,False,False
2,Blessed Aura,1620.0,246849,0.3,1714703112020,317294,False,False
2,Surge,1620.0,29833866,35.1,1714703112020,317294,False,False
2,Lunar Voice,1631.6600341796875,27818598,32.8,1714703112020,317294,False,False
3,Blessed Aura,1620.0,343247,0.5,1714703100495,430048,False,False
3,Mayhem,1620.0,23006091,36.8,1714703100495,430048,False,False
3,Igniter,1622.5,22124276,35.3,1714703100495,430048,False,False
3,Full Moon Harvester,1631.6600341796875,17116844,27.3,1714703100495,430048,True,False
4,Lunar Voice,1630.0,35193051,35.3,1714703097199,270788,False,False
4,Remaining Energy,1620.0,31893836,32.0,1714703097199,270788,False,False
4,Blessed Aura,1631.6600341796875,873331,0.9,1714703097199,270788,False,False
4,Night's Edge,1620.8299560546875,31675453,31.8,1714703097199,270788,False,False
5,Desperate Salvation,1630.0,411601,0.5,1714703018864,322442,False,False
5,Mayhem,1630.0,24196143,28.9,1714703018864,322442,True,False
5,Hunger,1630.0,29543730,35.3,1714703018864,322442,False,False
5,Esoteric Skill Enhancement,1620.0,29432057,35.2,1714703018864,322442,False,False
6,Drizzle,1635.8299560546875,27677599,31.1,1714702629034,302731,False,False
6,Full Bloom,1631.6600341796875,680423,0.8,1714702629034,302731,False,False
6,Asura's Path,1635.0,34334940,38.5,1714702629034,302731,False,False
6,Combat Readiness,1634.1600341796875,26404620,29.6,1714702629034,302731,False,False
7,Full Moon Harvester,1620.8299560546875,29255153,41.6,1714702441505,383627,False,False
7,Predator,1620.0,20192389,28.7,1714702441505,383627,False,False
7,Blessed Aura,1626.6600341796875,310134,0.4,1714702441505,383627,False,False
7,Peacemaker,1620.0,20513596,29.2,1714702441505,383627,True,False
8,Empress's Grace,1620.8299560546875,24568951,29.9,1714700848148,327737,False,False
8,Desperate Salvation,1627.5,397661,0.5,1714700848148,327737,False,False
8,Arthetinean Skill,1632.5,27332623,33.2,1714700848148,327737,False,False
8,Shock Training,1633.3299560546875,30006262,36.5,1714700848148,327737,False,False
9,Lunar Voice,1621.6600341796875,21716489,24.8,1714700075095,307204,False,False
9,Desperate Salvation,1620.0,247868,0.3,1714700075095,307204,False,False
9,Punisher,1655.0,41591991,47.4,1714700075095,307204,False,False
9,Pinnacle,1621.6600341796875,24111070,27.5,1714700075095,307204,False,False
10,Blessed Aura,1641.6600341796875,744847,1.0,1714699990761,347719,False,False
10,Igniter,1621.6600341796875,26544841,34.2,1714699990761,347719,False,False
10,Mayhem,1625.8299560546875,26225584,33.8,1714699990761,347719,False,False
10,Peacemaker,1620.0,24041753,31.0,1714699990761,347719,False,False
11,Brawl King Storm,1623.3299560546875,20490834,24.4,1714699740051,320892,False,False
11,Surge,1620.0,29586325,35.2,1714699740051,320892,False,False
11,Blessed Aura,1630.0,709037,0.8,1714699740051,320892,False,False
11,Reflux,1630.8299560546875,33311728,39.6,1714699740051,320892,False,False
12,Full Bloom,1620.0,284418,0.4,1714698844421,387595,False,False
12,Asura's Path,1624.1600341796875,24850375,35.7,1714698844421,387595,False,False
12,Peacemaker,1620.0,19542885,28.1,1714698844421,387595,False,False
12,Esoteric Skill Enhancement,1620.8299560546875,24867276,35.8,1714698844421,387595,False,False
13,Full Bloom,1620.0,345110,0.5,1714698555559,403344,False,False
13,Surge,1630.8299560546875,24640541,36.9,1714698555559,403344,False,False
