id,name,spec,gearscore,dps,percent,timestamp,duration,isDead,weird,arkPassiveActive,localPlayer,hasSpec
1852,Paladin #8,Paladin,1630.0,494312,0.003555776868858328,1721272795937,662389,False,True,False,False,False
1852,Wardancer #5,Wardancer,1640.0,22666274,0.16304725111347676,1721272795937,662389,False,True,False,False,False
1852,Sharpshooter #3,Sharpshooter,1636.6600341796875,23045056,0.1657719761331807,1721272795937,662389,False,True,False,False,False
1852,Bard #7,Bard,1645.0,616232,0.004432794452593311,1721272795937,662389,False,True,False,False,False
1852,Souleater #2,Souleater,1651.6600341796875,24310681,0.17487610490134498,1721272795937,662389,False,True,False,False,False
1852,Arcanist #4,Arcanist,1637.5,22921963,0.1648865207080274,1721272795937,662389,False,True,False,False,False
1852,Slayer #6,Slayer,1640.0,19985056,0.14376021591148574,1721272795937,662389,False,True,False,False,False
1852,Arcanist #1,Arcanist,1635.0,24977019,0.17966933113749,1721272795937,662389,False,True,False,True,False
1867,Artillerist #4,Artillerist,1630.8299560546875,10872303,0.11258316678799671,1721443466290,884803,True,True,False,False,False
1867,Aeromancer #2,Aeromancer,1630.0,21231916,0.21985740649950022,1721443466290,884803,True,True,False,False,False
1867,Paladin #8,Paladin,1630.0,387969,0.004017435738828498,1721443466290,884803,False,True,False,False,False
1867,Gunlancer #5,Gunlancer,1630.8299560546875,9558787,0.09898165191973905,1721443466290,884803,True,True,False,False,False
1867,Wardancer #6,Wardancer,1630.8299560546875,7740804,0.08015635949487354,1721443466290,884803,True,True,False,False,False
1867,Bard #7,Bard,1636.6600341796875,637312,0.0065993932648852555,1721443466290,884803,True,True,False,True,False
1867,Breaker #1,Breaker,1631.6600341796875,25830308,0.2674739541152712,1721443466290,884803,True,True,False,False,False
1867,Slayer #3,Slayer,1630.8299560546875,20311899,0.21033059075873287,1721443466290,884803,False,True,False,False,False
1878,Bard #7,Bard,1630.0,390669,0.003417693938552458,1721693735168,811970,False,True,False,False,False
1878,Gunslinger #4,Gunslinger,1630.0,15788084,0.1381190700776285,1721693735168,811970,False,True,False,False,False
1878,Sorceress #6,Sorceress,1643.3299560546875,13942598,0.1219741844688819,1721693735168,811970,False,True,False,False,False
1878,Arcanist #3,Arcanist,1630.0,20931546,0.1831156756454491,1721693735168,811970,True,True,False,False,False
1878,Breaker #2,Breaker,1630.0,21602443,0.18898489129934798,1721693735168,811970,False,True,False,False,False
1878,Sorceress #1,Sorceress,1631.6600341796875,26852017,0.23490979765173986,1721693735168,811970,True,True,False,True,False
1878,Machinist #5,Machinist,1630.0,14637079,0.1280497202911249,1721693735168,811970,False,True,False,False,False
1878,Artist #8,Artist,1630.8299560546875,163338,0.0014289316340310631,1721693735168,811970,True,True,False,False,False
1893,Artist #8,Artist,1644.1600341796875,419877,0.0028904282174391587,1722038374725,717724,True,True,False,False,False
1893,Gunlancer #3,Gunlancer,1643.1600341796875,20610126,0.14187985947164636,1722038374725,717724,False,True,False,False,False
1893,Gunlancer #6,Gunlancer,1651.6600341796875,1226812,0.008445359051086315,1722038374725,717724,False,True,False,False,False
1893,Paladin #7,Paladin,1635.5,647441,0.004456976056147458,1722038374725,717724,False,True,False,False,False
1893,Wardancer #1,Wardancer,1667.5,55849947,0.3844703633475553,1722038374725,717724,False,True,False,False,False
1893,Slayer #4,Slayer,1632.5,19977233,0.13752303167250585,1722038374725,717724,True,True,False,False,False
1893,Sorceress #2,Sorceress,1633.3299560546875,40603518,0.279514129505781,1722038374725,717724,False,True,False,True,False
1893,Souleater #5,Souleater,1631.0,5929679,0.04081983890986268,1722038374725,717724,True,True,False,False,False
1905,Bard #8,Bard,1630.8299560546875,377718,0.0030866380966720524,1726308546331,757239,True,True,False,False,False
1905,Deathblade #1,Deathblade,1642.5,29341031,0.23976920369226695,1726308546331,757239,False,True,False,False,False
1905,Bard #7,Bard,1640.0,557382,0.004554817391808868,1726308546331,757239,False,True,False,False,False
1905,Deadeye #2,Deadeye,1630.0,27817079,0.22731576408732473,1726308546331,757239,False,True,False,False,False
1905,Souleater #5,Souleater,1633.3299560546875,12453037,0.10176379845140196,1726308546331,757239,True,True,False,False,False
1905,Arcanist #3,Arcanist,1648.3299560546875,25230760,0.20618086780081796,1726308546331,757239,False,True,False,False,False
1905,Sorceress #6,Sorceress,1640.0,12244278,0.10005786047009538,1726308546331,757239,True,True,False,True,False
1905,Berserker #4,Berserker,1637.5,14350688,0.11727103366600074,1726308546331,757239,True,True,False,False,False
1913,Paladin #8,Paladin,1630.0,430332,0.0031740100961418997,1727062385216,665875,False,True,False,False,False
1913,Scrapper #3,Scrapper,1642.6600341796875,24281099,0.17909068665918634,1727062385216,665875,False,True,False,False,False
1913,Sharpshooter #2,Sharpshooter,1656.6600341796875,27647272,0.20391864992327144,1727062385216,665875,False,True,False,False,False
1913,Arcanist #5,Arcanist,1640.0,16547490,0.12204972050836824,1727062385216,665875,False,True,False,False,False
1913,Bard #7,Bard,1640.5,689707,0.005087088530203985,1727062385216,665875,False,True,False,False,False
1913,Sorceress #4,Sorceress,1640.0,22176989,0.16357135185862973,1727062385216,665875,False,True,False,True,False
1913,Breaker #6,Breaker,1635.0,15973191,0.11781384954315023,1727062385216,665875,True,True,False,False,False
1913,Souleater #1,Souleater,1633.8299560546875,27833826,0.20529462075387586,1727062385216,665875,False,True,False,False,False
3419,Gunlancer #3,Gunlancer,1641.6600341796875,29485989,0.19230949189551436,1720820136929,708552,False,True,False,False,False
3419,Paladin #7,Paladin,1630.0,730678,0.004765528296141962,1720820136929,708552,False,True,False,True,False
3419,Striker #2,Striker,1635.0,37902719,0.24720393921155087,1720820136929,708552,False,True,False,False,False
3419,Breaker #5,Breaker,1631.0,10462149,0.06823479986800388,1720820136929,708552,False,True,False,False,False
3419,Aeromancer #4,Aeromancer,1636.6600341796875,19134902,0.12479904544122503,1720820136929,708552,False,True,False,False,False
3419,Artist #8,Artist,1631.8299560546875,424369,0.0027677615550289842,1720820136929,708552,False,True,False,False,False
3419,Wardancer #1,Wardancer,1660.8299560546875,48646025,0.3172724628801323,1720820136929,708552,False,True,False,False,False
3419,Souleater #6,Souleater,1630.0,6538875,0.0426469578082757,1720820136929,708552,False,True,False,False,False
3426,Gunslinger #4,Gunslinger,1634.1600341796875,17280590,0.14189109409242476,1720842556574,801390,False,True,False,False,False
3426,Deathblade #6,Deathblade,1631.6600341796875,14767696,0.12125769679532498,1720842556574,801390,False,True,False,False,False
3426,Sorceress #3,Sorceress,1636.6600341796875,22296470,0.1830765340013811,1720842556574,801390,False,True,False,False,False
3426,Deadeye #1,Deadeye,1630.0,28790683,0.2364005806826141,1720842556574,801390,False,True,False,True,False
3426,Slayer #2,Slayer,1635.5,22656041,0.18602897501143384,1720842556574,801390,False,True,False,False,False
3426,Sorceress #5,Sorceress,1633.3299560546875,15444692,0.1268165175957835,1720842556574,801390,False,True,False,False,False
3426,Bard #7,Bard,1635.0,376353,0.003090238176761693,1720842556574,801390,False,True,False,False,False
3426,Bard #8,Bard,1630.0,175173,0.0014383472222564348,1720842556574,801390,False,True,False,False,False
3446,Slayer #4,Slayer,1630.0,18629245,0.13897917782987118,1721086998848,764186,False,True,False,False,False
3446,Gunslinger #5,Gunslinger,1631.6600341796875,11515966,0.08591220345197834,1721086998848,764186,False,True,False,False,False
