id,class,gearScore,dps,percent,date,duration,dead,weird
1013417,Night's Edge,1630.0,17737904,17.5,1714705906661,638310,True,False
1013417,Mayhem,1633.3299560546875,16861466,16.6,1714705906661,638310,True,False
1013417,Asura's Path,1632.5,20045603,19.7,1714705906661,638310,False,False
1013417,Blessed Aura,1630.0,442403,0.4,1714705906661,638310,False,False
1013417,Blessed Aura,1630.0,450833,0.4,1714705906661,638310,False,False
1013417,Asura's Path,1631.6600341796875,20079410,19.8,1714705906661,638310,False,False
1013417,Surge,1630.0,12134166,11.9,1714705906661,638310,False,False
1013417,Ultimate Skill: Taijutsu,1630.0,13859466,13.6,1714705906661,638310,False,False
1013101,Full Bloom,1630.0,192415,0.2,1714702768944,565930,False,False
1013101,Desperate Salvation,1630.0,203959,0.2,1714702768944,565930,False,False
1013101,Peacemaker,1630.0,15220959,13.4,1714702768944,565930,False,False
1013101,Arthetinean Skill,1640.0,19034067,16.7,1714702768944,565930,False,False
1013101,Predator,1633.3299560546875,19138526,16.8,1714702768944,565930,False,False
1013101,Igniter,1633.3299560546875,21330953,18.7,1714702768944,565930,False,False
1013101,Igniter,1630.8299560546875,18594180,16.3,1714702768944,565930,False,False
1013101,Master Summoner,1633.3299560546875,20099782,17.7,1714702768944,565930,False,False
1013033,Igniter,1650.0,22838898,24.4,1714702129883,645804,True,False
1013033,Surge,1630.8299560546875,8959728,9.6,1714702129883,645804,False,False
1013033,Desperate Salvation,1630.0,185389,0.2,1714702129883,645804,False,False
1013033,Desperate Salvation,1630.0,167304,0.2,1714702129883,645804,False,False
1013033,Night's Edge,1633.3299560546875,12887737,13.8,1714702129883,645804,True,False
1013033,Order of the Emperor,1633.3299560546875,19880804,21.2,1714702129883,645804,False,False
1013033,Predator,1630.0,15394982,16.4,1714702129883,645804,False,False
1013033,Surge,1630.0,13371853,14.3,1714702129883,645804,False,False
1012753,Full Bloom,1630.8299560546875,460939,0.4,1714699589842,601864,False,False
1012753,Desperate Salvation,1635.0,529579,0.5,1714699589842,601864,False,False
1012753,Enhanced Weapon,1633.3299560546875,15257428,14.6,1714699589842,601864,True,False
1012753,Perfect Suppression,1633.3299560546875,21116196,20.2,1714699589842,601864,False,False
1012753,Death Strike,1633.3299560546875,15780045,15.1,1714699589842,601864,False,False
1012753,Predator,1633.3299560546875,15246691,14.6,1714699589842,601864,False,False
1012753,Igniter,1633.3299560546875,19898140,19.0,1714699589842,601864,False,False
1012753,Igniter,1630.0,16278643,15.6,1714699589842,601864,False,False
1012668,Empress's Grace,1635.0,18507001,17.2,1714698802055,613770,False,False
1012668,Desperate Salvation,1640.0,615180,0.6,1714698802055,613770,False,False
1012668,Asura's Path,1640.0,20917980,19.4,1714698802055,613770,False,False
1012668,Surge,1640.0,15478902,14.4,1714698802055,613770,False,False
1012668,Peacemaker,1630.8299560546875,16993302,15.8,1714698802055,613770,False,False
1012668,Blessed Aura,1633.3299560546875,425649,0.4,1714698802055,613770,False,False
1012668,Demonic Impulse,1630.0,17558061,16.3,1714698802055,613770,True,False
1012668,Predator,1637.5,17151819,15.9,1714698802055,613770,True,False
1012630,Desperate Salvation,1634.1600341796875,562454,0.5,1714698524929,593078,False,False
1012630,Desperate Salvation,1630.0,375056,0.3,1714698524929,593078,True,False
1012630,Mayhem,1630.0,16524148,15.4,1714698524929,593078,False,False
1012630,Peacemaker,1630.0,18342909,17.1,1714698524929,593078,False,False
1012630,Peacemaker,1633.3299560546875,14598128,13.6,1714698524929,593078,True,False
1012630,Lunar Voice,1630.0,19652278,18.3,1714698524929,593078,False,False
1012630,Perfect Suppression,1634.1600341796875,17419229,16.2,1714698524929,593078,True,False
1012630,Master Summoner,1634.1600341796875,19889632,18.5,1714698524929,593078,False,False
1012628,Wind Fury,1632.5,15510130,15.7,1714698459813,615593,False,False
1012628,Full Bloom,1630.0,226808,0.2,1714698459813,615593,False,False
1012628,Asura's Path,1630.8299560546875,15276452,15.5,1714698459813,615593,False,False
1012628,Blessed Aura,1632.5,596176,0.6,1714698459813,615593,False,False
1012628,Death Strike,1635.0,17177014,17.4,1714698459813,615593,False,False
1012628,Death Strike,1630.8299560546875,15251464,15.5,1714698459813,615593,False,False
1012628,Predator,1633.3299560546875,17203638,17.5,1714698459813,615593,False,False
1012628,First Intention,1630.0,17325377,17.6,1714698459813,615593,False,False
1012612,Pinnacle,1633.3299560546875,17975092,19.5,1714698223918,664402,False,False
1012612,Peacemaker,1630.0,17309237,18.8,1714698223918,664402,False,False
1012612,Full Bloom,1630.0,198237,0.2,1714698223918,664402,False,False
1012612,Reflux,1635.0,18948051,20.6,1714698223918,664402,False,False
1012612,Full Bloom,1630.0,177968,0.2,1714698223918,664402,False,False
1012612,Punisher,1630.8299560546875,14395124,15.6,1714698223918,664402,False,False
1012612,Death Strike,1630.8299560546875,17738194,19.3,1714698223918,664402,False,False
1012612,Lone Knight,1630.0,5376756,5.8,1714698223918,664402,True,False
1012322,Princess Maker,1630.0,395976,0.4,1714695329480,661424,False,True
1012322,Asura's Path,1630.0,19930450,19.9,1714695329480,661424,False,True
1012322,First Intention,1633.3299560546875,18971139,19.0,1714695329480,661424,False,True
1012322,Master Summoner,1630.8299560546875,22631470,22.6,1714695329480,661424,False,True
1012322,Blessed Aura,1630.0,192272,0.2,1714695329480,661424,False,True
1012322,Night's Edge,1630.8299560546875,16077120,16.1,1714695329480,661424,False,True
1012322,Blessed Aura,1632.5,166305,0.2,1714695329480,661424,False,True
1012322,Hunger,1640.0,21606900,21.6,1714695329480,661424,False,True
1012275,Blessed Aura,1632.5,509692,0.6,1714694851535,708910,False,False
1012275,Deathblow,1633.3299560546875,19776805,21.8,1714694851535,708910,False,False
1012275,Desperate Salvation,1643.3299560546875,557677,0.6,1714694851535,708910,False,False
1012275,Surge,1630.0,11321046,12.5,1714694851535,708910,False,False
1012275,Peacemaker,1630.0,15199247,16.7,1714694851535,708910,False,False
1012275,Night's Edge,1635.8299560546875,22314544,24.6,1714694851535,708910,False,False
1012275,Predator,1633.3299560546875,15187468,16.7,1714694851535,708910,False,False
1012275,Lone Knight,1635.0,6011128,6.6,1714694851535,708910,True,False
1011228,Desperate Salvation,1632.5,587375,0.5,1714693857750,549083,False,False
1011228,Combat Readiness,1637.5,14000800,11.8,1714693857750,549083,False,False
1011228,Blessed Aura,1635.0,465118,0.4,1714693857750,549083,False,False
1011228,Lunar Voice,1650.0,21677444,18.3,1714693857750,549083,False,False
1011228,Shock Training,1633.3299560546875,17032715,14.4,1714693857750,549083,False,False
1011228,Perfect Suppression,1643.3299560546875,22693143,19.1,1714693857750,549083,False,False
1011228,Igniter,1636.6600341796875,23298821,19.6,1714693857750,549083,False,False
1011228,First Intention,1632.5,18917914,15.9,1714693857750,549083,False,False
1011203,Full Bloom,1630.8299560546875,521847,0.5,1714693553918,574413,False,False
1011203,Desperate Salvation,1632.5,557267,0.5,1714693553918,574413,False,False
1011203,Surge,1640.8299560546875,18907535,16.9,1714693553918,574413,False,False
1011203,Surge,1635.8299560546875,15046185,13.5,1714693553918,574413,False,False
1011203,Peacemaker,1634.1600341796875,19656796,17.6,1714693553918,574413,False,False
1011203,Predator,1635.0,19557231,17.5,1714693553918,574413,False,False
1011203,Deathblow,1635.0,13010392,11.6,1714693553918,574413,False,False
1011203,Esoteric Skill Enhancement,1637.5,24457372,21.9,1714693553918,574413,False,False
1008915,Order of the Emperor,1633.3299560546875,23198306,18.6,1714691393012,529211,False,False
1008915,Desperate Salvation,1630.0,611575,0.5,1714691393012,529211,False,False
1008915,Surge,1631.6600341796875,26470387,21.2,1714691393012,529211,False,False
1008915,Gravity Training,1630.0,17692329,14.2,1714691393012,529211,False,False
1008915,Blessed Aura,1630.0,368097,0.3,1714691393012,529211,False,False
1008915,Predator,1632.5,18173316,14.6,1714691393012,529211,False,False
1008915,Predator,1630.8299560546875,13876686,11.1,1714691393012,529211,False,False
1008915,Esoteric Skill Enhancement,1633.3299560546875,24337205,19.5,1714691393012,529211,False,False
1005753,Full Bloom,1635.0,271950,0.2,1714685167902,586095,False,False
1005753,Desperate Salvation,1633.3299560546875,518881,0.5,1714685167902,586095,False,False
1005753,Mayhem,1643.3299560546875,19425401,17.8,1714685167902,586095,False,False
1005753,Surge,1633.3299560546875,16948702,15.5,1714685167902,586095,False,False
1005753,Arthetinean Skill,1631.6600341796875,17983556,16.5,1714685167902,586095,False,False
1005753,Igniter,1642.5,18372638,16.8,1714685167902,586095,False,False
1005753,Full Moon Harvester,1640.0,18688194,17.1,1714685167902,586095,False,False
1005753,First Intention,1635.0,16908422,15.5,1714685167902,586095,False,False
1004609,Pinnacle,1633.3299560546875,21406802,24.9,1714684202607,720975,False,True
1004609,Mayhem,1635.0,18395118,21.4,1714684202607,720975,False,True
1004609,Blessed Aura,1634.1600341796875,413978,0.5,1714684202607,720975,False,True
1004609,Hunger,1633.3299560546875,21706572,25.3,1714684202607,720975,False,True
1004609,Surge,1635.0,16957041,19.8,1714684202607,720975,False,True
