id,uploadedAt,boss,difficulty,timestamp,duration,version,localPlayer,region,totalDamageDealt,totalDps,minGearScore,maxGearScore,name,class,spec,dps,percent,gearScore,isDead,deaths,arkPassiveActive,weird,hasSpec
1488,2024-10-06 13:26:48.743170+00:00,Thaemine the Lightqueller,Hard,1713561917736,884553,1.9.1,Bard #7,NAE,115050413012,130147526,1630.8299560546875,1640.0,Wardancer #6,Wardancer,Wardancer,17368510,0.13345247915046807,1635.0,True,1,False,True,False
1488,2024-10-06 13:26:48.743170+00:00,Thaemine the Lightqueller,Hard,1713561917736,884553,1.9.1,Bard #7,NAE,115050413012,130147526,1630.8299560546875,1640.0,Arcanist #2,Arcanist,Arcanist,23446555,0.18015367422351156,1630.8299560546875,False,0,False,True,False
1488,2024-10-06 13:26:48.743170+00:00,Thaemine the Lightqueller,Hard,1713561917736,884553,1.9.1,Bard #7,NAE,115050413012,130147526,1630.8299560546875,1640.0,Gunlancer #3,Gunlancer,Gunlancer,22781907,0.175046792668191,1637.5,False,0,False,True,False
1488,2024-10-06 13:26:48.743170+00:00,Thaemine the Lightqueller,Hard,1713561917736,884553,1.9.1,Bard #7,NAE,115050413012,130147526,1630.8299560546875,1640.0,Sharpshooter #1,Sharpshooter,Sharpshooter,25630582,0.19693483839254847,1631.6600341796875,False,0,False,True,False
1488,2024-10-06 13:26:48.743170+00:00,Thaemine the Lightqueller,Hard,1713561917736,884553,1.9.1,Bard #7,NAE,115050413012,130147526,1630.8299560546875,1640.0,Wardancer #5,Wardancer,Wardancer,19675990,0.15118220533827129,1640.0,True,1,False,True,False
1488,2024-10-06 13:26:48.743170+00:00,Thaemine the Lightqueller,Hard,1713561917736,884553,1.9.1,Bard #7,NAE,115050413012,130147526,1630.8299560546875,1640.0,Artist #8,Artist,Artist,208452,0.0016016593354221732,1631.6600341796875,True,1,False,True,False
1488,2024-10-06 13:26:48.743170+00:00,Thaemine the Lightqueller,Hard,1713561917736,884553,1.9.1,Bard #7,NAE,115050413012,130147526,1630.8299560546875,1640.0,Slayer #4,Slayer,Slayer,20712040,0.15914278693242315,1631.6600341796875,False,0,False,True,False
1488,2024-10-06 13:26:48.743170+00:00,Thaemine the Lightqueller,Hard,1713561917736,884553,1.9.1,Bard #7,NAE,115050413012,130147526,1630.8299560546875,1640.0,Bard #7,Bard,Bard,323486,0.0024855332248113577,1635.0,False,0,False,True,False
1500,2024-10-06 13:26:56.132096+00:00,Thaemine the Lightqueller,Hard,1713996742344,793688,1.9.4,Bard #7,NAE,118571164227,149522275,1630.8299560546875,1640.0,Wardancer #2,Wardancer,Wardancer,27377247,0.18309811698624837,1635.0,False,0,False,True,False
1500,2024-10-06 13:26:56.132096+00:00,Thaemine the Lightqueller,Hard,1713996742344,793688,1.9.4,Bard #7,NAE,118571164227,149522275,1630.8299560546875,1640.0,Arcanist #1,Arcanist,Arcanist,27914324,0.18669007009156327,1630.8299560546875,False,0,False,True,False
1500,2024-10-06 13:26:56.132096+00:00,Thaemine the Lightqueller,Hard,1713996742344,793688,1.9.4,Bard #7,NAE,118571164227,149522275,1630.8299560546875,1640.0,Gunlancer #4,Gunlancer,Gunlancer,25318442,0.16932889765086842,1637.5,False,0,False,True,False
1500,2024-10-06 13:26:56.132096+00:00,Thaemine the Lightqueller,Hard,1713996742344,793688,1.9.4,Bard #7,NAE,118571164227,149522275,1630.8299560546875,1640.0,Sharpshooter #3,Sharpshooter,Sharpshooter,25610251,0.1712805065332239,1631.6600341796875,False,0,False,True,False
1500,2024-10-06 13:26:56.132096+00:00,Thaemine the Lightqueller,Hard,1713996742344,793688,1.9.4,Bard #7,NAE,118571164227,149522275,1630.8299560546875,1640.0,Wardancer #6,Wardancer,Wardancer,20693231,0.13839564038200997,1640.0,True,1,False,True,False
1500,2024-10-06 13:26:56.132096+00:00,Thaemine the Lightqueller,Hard,1713996742344,793688,1.9.4,Bard #7,NAE,118571164227,149522275,1630.8299560546875,1640.0,Artist #8,Artist,Artist,603745,0.004037826471005742,1631.6600341796875,False,0,False,True,False
1500,2024-10-06 13:26:56.132096+00:00,Thaemine the Lightqueller,Hard,1713996742344,793688,1.9.4,Bard #7,NAE,118571164227,149522275,1630.8299560546875,1640.0,Slayer #5,Slayer,Slayer,21223511,0.14194213537748807,1631.6600341796875,False,0,False,True,False
1500,2024-10-06 13:26:56.132096+00:00,Thaemine the Lightqueller,Hard,1713996742344,793688,1.9.4,Bard #7,NAE,118571164227,149522275,1630.8299560546875,1640.0,Bard #7,Bard,Bard,781521,0.0052267864436920854,1635.0,False,0,False,True,False
1538,2024-10-06 13:27:18.407140+00:00,Thaemine the Lightqueller,Hard,1714568972325,726245,1.9.7,Bard #7,NAE,118410048534,163099240,1631.6600341796875,1640.0,Wardancer #3,Wardancer,Wardancer,27299839,0.1673817670762905,1635.0,False,0,False,True,False
1538,2024-10-06 13:27:18.407140+00:00,Thaemine the Lightqueller,Hard,1714568972325,726245,1.9.7,Bard #7,NAE,118410048534,163099240,1631.6600341796875,1640.0,Arcanist #5,Arcanist,Arcanist,24703488,0.15146292527175478,1631.6600341796875,False,0,False,True,False
