id,uploadedAt,boss,difficulty,timestamp,duration,version,localPlayer,region,totalDamageDealt,totalDps,minGearScore,maxGearScore,name,class,spec,dps,percent,gearScore,isDead,deaths,arkPassiveActive,weird,hasSpec
477951,2024-10-29 06:23:36.496449+00:00,"Akkan, Lord of Death",Normal,1730182256756,635221,1.18.0,Arcanist #2,NAE,156001175435,245671142,1660,1666.6600341796875,Sharpshooter #5,Sharpshooter,Death Strike,32669067,0.13297885430922937,1660.0,False,0,False,False,True
477951,2024-10-29 06:23:36.496449+00:00,"Akkan, Lord of Death",Normal,1730182256756,635221,1.18.0,Arcanist #2,NAE,156001175435,245671142,1660,1666.6600341796875,Gunlancer #6,Gunlancer,Lone Knight,22698080,0.09239212963808342,1660.0,False,0,False,False,True
477951,2024-10-29 06:23:36.496449+00:00,"Akkan, Lord of Death",Normal,1730182256756,635221,1.18.0,Arcanist #2,NAE,156001175435,245671142,1660,1666.6600341796875,Breaker #4,Breaker,Asura's Path,35283814,0.14362213531779,1666.6600341796875,False,0,False,False,True
477951,2024-10-29 06:23:36.496449+00:00,"Akkan, Lord of Death",Normal,1730182256756,635221,1.18.0,Arcanist #2,NAE,156001175435,245671142,1660,1666.6600341796875,Artist #8,Artist,Full Bloom,601153,0.002446982560125031,1660.0,True,1,False,False,True
477951,2024-10-29 06:23:36.496449+00:00,"Akkan, Lord of Death",Normal,1730182256756,635221,1.18.0,Arcanist #2,NAE,156001175435,245671142,1660,1666.6600341796875,Breaker #1,Breaker,Brawl King Storm,66167116,0.26933206505793017,1665.8299560546875,False,0,False,False,True
477951,2024-10-29 06:23:36.496449+00:00,"Akkan, Lord of Death",Normal,1730182256756,635221,1.18.0,Arcanist #2,NAE,156001175435,245671142,1660,1666.6600341796875,Bard #7,Bard,Desperate Salvation,3330705,0.013557575272719658,1660.1600341796875,False,0,False,False,True
477951,2024-10-29 06:23:36.496449+00:00,"Akkan, Lord of Death",Normal,1730182256756,635221,1.18.0,Arcanist #2,NAE,156001175435,245671142,1660,1666.6600341796875,Arcanist #2,Arcanist,Order of the Emperor,45211003,0.1840305810114238,1662.5,False,0,False,False,True
477951,2024-10-29 06:23:36.496449+00:00,"Akkan, Lord of Death",Normal,1730182256756,635221,1.18.0,Arcanist #2,NAE,156001175435,245671142,1660,1666.6600341796875,Slayer #3,Slayer,Predator,39710201,0.1616396646212521,1660.0,False,0,False,False,True
485059,2024-10-30 19:21:46.312623+00:00,"Akkan, Lord of Death",Normal,1730315437199,664859,1.18.0,Doritá,EUC,156898149711,236292394,1660,1661.0,Annyeongsix,Gunlancer,Lone Knight,42153241,0.1783944048575681,1660.8299560546875,False,0,False,False,True
485059,2024-10-30 19:21:46.312623+00:00,"Akkan, Lord of Death",Normal,1730315437199,664859,1.18.0,Doritá,EUC,156898149711,236292394,1660,1661.0,Doritá,Artist,Full Bloom,2763949,0.011697156024412703,1660.1600341796875,False,0,False,False,True
485059,2024-10-30 19:21:46.312623+00:00,"Akkan, Lord of Death",Normal,1730315437199,664859,1.18.0,Doritá,EUC,156898149711,236292394,1660,1661.0,Froszyt,Glaivier,Pinnacle,60254791,0.2550009756132904,1660.8299560546875,False,0,False,False,True
485059,2024-10-30 19:21:46.312623+00:00,"Akkan, Lord of Death",Normal,1730315437199,664859,1.18.0,Doritá,EUC,156898149711,236292394,1660,1661.0,Mviedante,Deadeye,Pistoleer,4983631,0.02109094971546143,1660.0,True,1,False,False,True
485059,2024-10-30 19:21:46.312623+00:00,"Akkan, Lord of Death",Normal,1730315437199,664859,1.18.0,Doritá,EUC,156898149711,236292394,1660,1661.0,Perfectionxy,Breaker,Asura's Path,49448786,0.20926947822112293,1660.0,False,0,False,False,True
485059,2024-10-30 19:21:46.312623+00:00,"Akkan, Lord of Death",Normal,1730315437199,664859,1.18.0,Doritá,EUC,156898149711,236292394,1660,1661.0,Soulofthecards,Arcanist,Order of the Emperor,38258625,0.16191221542238893,1660.0,False,0,False,False,True
485059,2024-10-30 19:21:46.312623+00:00,"Akkan, Lord of Death",Normal,1730315437199,664859,1.18.0,Doritá,EUC,156898149711,236292394,1660,1661.0,Stareltina,Aeromancer,Wind Fury,37151836,0.15722823477762893,1660.0,False,0,False,False,True
485059,2024-10-30 19:21:46.312623+00:00,"Akkan, Lord of Death",Normal,1730315437199,664859,1.18.0,Doritá,EUC,156898149711,236292394,1660,1661.0,Supge,Bard,Desperate Salvation,1277531,0.005406568439947331,1661.0,False,0,False,False,True
485068,2024-10-30 19:23:55.849433+00:00,"Akkan, Lord of Death",Normal,1730315554911,678889,1.18.0,Eggbear,NAE,153748054373,226767041,1660,1670.0,Eggbear,Destroyer,Gravity Training,56947197,0.25112642802443236,1663.3299560546875,False,0,False,False,True
485068,2024-10-30 19:23:55.849433+00:00,"Akkan, Lord of Death",Normal,1730315554911,678889,1.18.0,Eggbear,NAE,153748054373,226767041,1660,1670.0,Evanfel,Bard,Desperate Salvation,1267876,0.00559109469528246,1660.0,False,0,False,False,True
485068,2024-10-30 19:23:55.849433+00:00,"Akkan, Lord of Death",Normal,1730315554911,678889,1.18.0,Eggbear,NAE,153748054373,226767041,1660,1670.0,Flickered,Reaper,Lunar Voice,14095374,0.06215794825315907,1660.8299560546875,True,1,False,False,True
485068,2024-10-30 19:23:55.849433+00:00,"Akkan, Lord of Death",Normal,1730315554911,678889,1.18.0,Eggbear,NAE,153748054373,226767041,1660,1670.0,Pogodynka,Aeromancer,Wind Fury,32141797,0.14173927947492157,1663.3299560546875,True,1,False,False,True
485068,2024-10-30 19:23:55.849433+00:00,"Akkan, Lord of Death",Normal,1730315554911,678889,1.18.0,Eggbear,NAE,153748054373,226767041,1660,1670.0,Salvadorlalí,Artist,Full Bloom,1160101,0.005115827215825425,1660.0,False,0,False,False,True
485068,2024-10-30 19:23:55.849433+00:00,"Akkan, Lord of Death",Normal,1730315554911,678889,1.18.0,Eggbear,NAE,153748054373,226767041,1660,1670.0,Texastwostepper,Wardancer,First Intention,37530910,0.16550425420949952,1660.8299560546875,False,0,False,False,True
485068,2024-10-30 19:23:55.849433+00:00,"Akkan, Lord of Death",Normal,1730315554911,678889,1.18.0,Eggbear,NAE,153748054373,226767041,1660,1670.0,Vykasmindbreak,Scrapper,Shock Training,36190421,0.15959294984141897,1660.0,False,0,False,False,True
485068,2024-10-30 19:23:55.849433+00:00,"Akkan, Lord of Death",Normal,1730315554911,678889,1.18.0,Eggbear,NAE,153748054373,226767041,1660,1670.0,Wánwán,Sorceress,Igniter,47433361,0.20917220064621295,1670.0,False,0,False,False,True
485083,2024-10-30 19:30:25.006658+00:00,"Akkan, Lord of Death",Normal,1730316061665,617966,1.18.0,Bard #8,EUC,159431812427,258398399,1660,1673.3299560546875,Sorceress #1,Sorceress,Igniter,51822781,0.20055380064487163,1663.3299560546875,False,0,False,False,True
485083,2024-10-30 19:30:25.006658+00:00,"Akkan, Lord of Death",Normal,1730316061665,617966,1.18.0,Bard #8,EUC,159431812427,258398399,1660,1673.3299560546875,Gunslinger #6,Gunslinger,Peacemaker,36142439,0.13987098658455696,1662.6600341796875,False,0,False,False,True
485083,2024-10-30 19:30:25.006658+00:00,"Akkan, Lord of Death",Normal,1730316061665,617966,1.18.0,Bard #8,EUC,159431812427,258398399,1660,1673.3299560546875,Breaker #4,Breaker,Brawl King Storm,39356723,0.1523102432225209,1660.0,False,0,False,False,True
485083,2024-10-30 19:30:25.006658+00:00,"Akkan, Lord of Death",Normal,1730316061665,617966,1.18.0,Bard #8,EUC,159431812427,258398399,1660,1673.3299560546875,Wardancer #5,Wardancer,Esoteric Skill Enhancement,36388321,0.1408225482078161,1665.0,False,0,True,False,True
485083,2024-10-30 19:30:25.006658+00:00,"Akkan, Lord of Death",Normal,1730316061665,617966,1.18.0,Bard #8,EUC,159431812427,258398399,1660,1673.3299560546875,Bard #8,Bard,Desperate Salvation,1399388,0.005415621789514261,1661.0,False,0,False,False,True
485083,2024-10-30 19:30:25.006658+00:00,"Akkan, Lord of Death",Normal,1730316061665,617966,1.18.0,Bard #8,EUC,159431812427,258398399,1660,1673.3299560546875,Bard #7,Bard,Desperate Salvation,3298100,0.012763623972763082,1673.3299560546875,False,0,False,False,True
485083,2024-10-30 19:30:25.006658+00:00,"Akkan, Lord of Death",Normal,1730316061665,617966,1.18.0,Bard #8,EUC,159431812427,258398399,1660,1673.3299560546875,Breaker #3,Breaker,Brawl King Storm,44425512,0.1719264212623856,1663.3299560546875,False,0,False,False,True
485083,2024-10-30 19:30:25.006658+00:00,"Akkan, Lord of Death",Normal,1730316061665,617966,1.18.0,Bard #8,EUC,159431812427,258398399,1660,1673.3299560546875,Wardancer #2,Wardancer,First Intention,45565131,0.17633673883559936,1667.5,False,0,False,False,True
485099,2024-10-30 19:33:47.044620+00:00,"Akkan, Lord of Death",Normal,1730316247182,575776,1.18.0,Dbladeington,EUC,158739365259,276068461,1660,1669.1600341796875,Shadowhunter #4,Shadowhunter,Demonic Impulse,37089458,0.13434876938007054,1661.6600341796875,False,0,False,False,True
485099,2024-10-30 19:33:47.044620+00:00,"Akkan, Lord of Death",Normal,1730316247182,575776,1.18.0,Dbladeington,EUC,158739365259,276068461,1660,1669.1600341796875,Bard #6,Bard,Desperate Salvation,3430894,0.01242769270916463,1660.0,False,0,False,False,True
485099,2024-10-30 19:33:47.044620+00:00,"Akkan, Lord of Death",Normal,1730316247182,575776,1.18.0,Dbladeington,EUC,158739365259,276068461,1660,1669.1600341796875,Bard #7,Bard,Desperate Salvation,2995266,0.010849721801433884,1669.1600341796875,False,0,False,False,True
485099,2024-10-30 19:33:47.044620+00:00,"Akkan, Lord of Death",Normal,1730316247182,575776,1.18.0,Dbladeington,EUC,158739365259,276068461,1660,1669.1600341796875,Dbladeington,Deathblade,Surge,51081750,0.18503290747145507,1660.8299560546875,False,0,True,False,True
485099,2024-10-30 19:33:47.044620+00:00,"Akkan, Lord of Death",Normal,1730316247182,575776,1.18.0,Dbladeington,EUC,158739365259,276068461,1660,1669.1600341796875,Scrapper #2,Scrapper,Ultimate Skill: Taijutsu,50050060,0.1812958271970082,1661.6600341796875,False,0,False,False,True
485099,2024-10-30 19:33:47.044620+00:00,"Akkan, Lord of Death",Normal,1730316247182,575776,1.18.0,Dbladeington,EUC,158739365259,276068461,1660,1669.1600341796875,Gunslinger #1,Gunslinger,Peacemaker,57339137,0.20769897724753136,1660.8299560546875,False,0,False,False,True
