id,uploadedAt,boss,difficulty,timestamp,duration,version,localPlayer,region,totalDamageDealt,totalDps,minGearScore,maxGearScore,name,class,spec,dps,percent,gearScore,isDead,deaths,arkPassiveActive,weird,hasSpec
484966,2024-10-30 18:58:12.993048+00:00,"Akkan, Lord of Death",Hard,1730313995093,691968,1.18.0,Deathblade #1,EUC,253051530227,366210608,1680.0,1690.0,Souleater #5,Souleater,Full Moon Harvester,47495060,0.12969329386547973,1685.8299560546875,False,0,True,False,True
484966,2024-10-30 18:58:12.993048+00:00,"Akkan, Lord of Death",Hard,1730313995093,691968,1.18.0,Deathblade #1,EUC,253051530227,366210608,1680.0,1690.0,Glaivier #3,Glaivier,Pinnacle,55999830,0.1529170067077904,1687.5,False,0,False,False,True
484966,2024-10-30 18:58:12.993048+00:00,"Akkan, Lord of Death",Hard,1730313995093,691968,1.18.0,Deathblade #1,EUC,253051530227,366210608,1680.0,1690.0,Reaper #4,Reaper,Lunar Voice,54167607,0.14791381193414255,1681.6600341796875,False,0,False,False,True
484966,2024-10-30 18:58:12.993048+00:00,"Akkan, Lord of Death",Hard,1730313995093,691968,1.18.0,Deathblade #1,EUC,253051530227,366210608,1680.0,1690.0,Deathblade #1,Deathblade,Remaining Energy,84843388,0.231679219953126,1690.0,False,0,True,False,True
484966,2024-10-30 18:58:12.993048+00:00,"Akkan, Lord of Death",Hard,1730313995093,691968,1.18.0,Deathblade #1,EUC,253051530227,366210608,1680.0,1690.0,Striker #6,Striker,Deathblow,43606320,0.11907443161777553,1688.3299560546875,False,0,False,False,True
484966,2024-10-30 18:58:12.993048+00:00,"Akkan, Lord of Death",Hard,1730313995093,691968,1.18.0,Deathblade #1,EUC,253051530227,366210608,1680.0,1690.0,Paladin #8,Paladin,Blessed Aura,1126444,0.0030759458502633,1680.0,False,0,False,False,True
484966,2024-10-30 18:58:12.993048+00:00,"Akkan, Lord of Death",Hard,1730313995093,691968,1.18.0,Deathblade #1,EUC,253051530227,366210608,1680.0,1690.0,Slayer #2,Slayer,Punisher,75237582,0.2054489421016444,1680.0,False,0,False,False,True
484966,2024-10-30 18:58:12.993048+00:00,"Akkan, Lord of Death",Hard,1730313995093,691968,1.18.0,Deathblade #1,EUC,253051530227,366210608,1680.0,1690.0,Artist #7,Artist,Full Bloom,3734372,0.010197334316432473,1680.0,False,0,False,False,True
484972,2024-10-30 19:00:30.457678+00:00,"Akkan, Lord of Death",Hard,1730313981480,844904,1.18.0,Mayafan,EUC,253096832005,299877763,1680.0,1684.1600341796875,Capybaramovement,Reaper,Lunar Voice,65467590,0.2183142535980569,1684.1600341796875,False,0,False,False,True
484972,2024-10-30 19:00:30.457678+00:00,"Akkan, Lord of Death",Hard,1730313981480,844904,1.18.0,Mayafan,EUC,253096832005,299877763,1680.0,1684.1600341796875,Faczek,Breaker,Brawl King Storm,60251997,0.20092185695009337,1680.0,False,0,True,False,True
484972,2024-10-30 19:00:30.457678+00:00,"Akkan, Lord of Death",Hard,1730313981480,844904,1.18.0,Mayafan,EUC,253096832005,299877763,1680.0,1684.1600341796875,Hermeowne,Wardancer,First Intention,55507590,0.18510072052258172,1680.0,False,0,False,False,True
484972,2024-10-30 19:00:30.457678+00:00,"Akkan, Lord of Death",Hard,1730313981480,844904,1.18.0,Mayafan,EUC,253096832005,299877763,1680.0,1684.1600341796875,Mayafan,Soulfist,Energy Overflow,43344241,0.14453969699647254,1680.0,False,0,False,False,True
484972,2024-10-30 19:00:30.457678+00:00,"Akkan, Lord of Death",Hard,1730313981480,844904,1.18.0,Mayafan,EUC,253096832005,299877763,1680.0,1684.1600341796875,Mayalynde,Arcanist,Grace of the Empress,19765713,0.0659125665146435,1680.1600341796875,True,1,False,False,True
484972,2024-10-30 19:00:30.457678+00:00,"Akkan, Lord of Death",Hard,1730313981480,844904,1.18.0,Mayafan,EUC,253096832005,299877763,1680.0,1684.1600341796875,Paintjar,Artist,Full Bloom,2965939,0.009890493280757199,1680.8299560546875,False,0,False,False,True
484972,2024-10-30 19:00:30.457678+00:00,"Akkan, Lord of Death",Hard,1730313981480,844904,1.18.0,Mayafan,EUC,253096832005,299877763,1680.0,1684.1600341796875,Ppj,Bard,Desperate Salvation,1644288,0.005483194164016756,1681.6600341796875,False,0,False,False,True
484972,2024-10-30 19:00:30.457678+00:00,"Akkan, Lord of Death",Hard,1730313981480,844904,1.18.0,Mayafan,EUC,253096832005,299877763,1680.0,1684.1600341796875,Secretjelly,Aeromancer,Wind Fury,50930401,0.16983720463460975,1680.0,False,0,True,False,True
485019,2024-10-30 19:06:36.982081+00:00,"Akkan, Lord of Death",Hard,1730314492054,699414,1.18.0,Homedelsenyor,EUC,252048241264,360584036,1680.8299560546875,1690.0,Ecenaz,Sorceress,Igniter,73104561,0.20273931650152144,1690.0,False,0,False,False,True
485019,2024-10-30 19:06:36.982081+00:00,"Akkan, Lord of Death",Hard,1730314492054,699414,1.18.0,Homedelsenyor,EUC,252048241264,360584036,1680.8299560546875,1690.0,Falfalaran,Glaivier,Pinnacle,70035924,0.19422913109775053,1683.3299560546875,False,0,False,False,True
485019,2024-10-30 19:06:36.982081+00:00,"Akkan, Lord of Death",Hard,1730314492054,699414,1.18.0,Homedelsenyor,EUC,252048241264,360584036,1680.8299560546875,1690.0,Hazda,Gunslinger,Peacemaker,43722228,0.1212539204037308,1689.1600341796875,False,0,False,False,True
485019,2024-10-30 19:06:36.982081+00:00,"Akkan, Lord of Death",Hard,1730314492054,699414,1.18.0,Homedelsenyor,EUC,252048241264,360584036,1680.8299560546875,1690.0,Homedelsenyor,Paladin,Blessed Aura,1594037,0.004420708741526206,1682.5,False,0,False,False,True
485019,2024-10-30 19:06:36.982081+00:00,"Akkan, Lord of Death",Hard,1730314492054,699414,1.18.0,Homedelsenyor,EUC,252048241264,360584036,1680.8299560546875,1690.0,Percal,Paladin,Blessed Aura,3257670,0.009034426582323795,1680.8299560546875,False,0,False,False,True
485019,2024-10-30 19:06:36.982081+00:00,"Akkan, Lord of Death",Hard,1730314492054,699414,1.18.0,Homedelsenyor,EUC,252048241264,360584036,1680.8299560546875,1690.0,Saphael,Gunlancer,Combat Readiness,44704921,0.12397920189678059,1683.3299560546875,False,0,False,False,True
485019,2024-10-30 19:06:36.982081+00:00,"Akkan, Lord of Death",Hard,1730314492054,699414,1.18.0,Homedelsenyor,EUC,252048241264,360584036,1680.8299560546875,1690.0,Vamoajugá,Artillerist,Barrage Enhancement,64996601,0.180253684331161,1681.6600341796875,False,0,True,False,True
485019,2024-10-30 19:06:36.982081+00:00,"Akkan, Lord of Death",Hard,1730314492054,699414,1.18.0,Homedelsenyor,EUC,252048241264,360584036,1680.8299560546875,1690.0,Yahagí,Arcanist,Grace of the Empress,59168091,0.16408960212536974,1685.0,False,0,False,False,True
